https://www.youtube.com/watch?v=jjhxXPO9MZs,1080,332,335,1,0,1,0,0,0,1
https://www.youtube.com/watch?v=jjhxXPO9MZs,1080,404,408,1,0,1,0,0,0,1
https://www.youtube.com/watch?v=LaMTJz_03t4,720,27,30,1,0,1,0,0,0,1
https://www.youtube.com/watch?v=qtjU_svOLIg,720,6063,6066,2,2,1,0,0,0,1
https://www.youtube.com/watch?v=qtjU_svOLIg,720,6070,6073,2,2,1,0,0,0,1
https://www.youtube.com/watch?v=_8kcjqCh65k,720,7059,7061,2,2,0,0,0,0,1
https://www.youtube.com/watch?v=_8kcjqCh65k,720,7161,7163,2,2,0,0,0,0,1
https://www.youtube.com/watch?v=_8kcjqCh65k,720,5663,5669,2,2,0,0,0,0,1
https://www.youtube.com/watch?v=_8kcjqCh65k,720,5843,5845,2,2,0,0,0,0,1
https://www.youtube.com/watch?v=_8kcjqCh65k,720,5846,5848,2,2,0,0,0,0,1
https://www.youtube.com/watch?v=_8kcjqCh65k,720,5849,5851,2,2,0,0,0,0,1
https://www.youtube.com/watch?v=VO01UCN2mhM,720,923,925,2,1,0,0,0,0,1
https://www.youtube.com/watch?v=VO01UCN2mhM,720,1057,1059,2,1,0,0,0,0,1
https://www.youtube.com/watch?v=VO01UCN2mhM,720,1401,1403,2,1,0,0,0,0,1
https://www.youtube.com/watch?v=VO01UCN2mhM,720,1405,1407,2,1,0,0,0,0,1
https://www.youtube.com/watch?v=VO01UCN2mhM,720,2640,2644,2,1,0,0,1,0,1
https://www.youtube.com/watch?v=JFpRmBgP5Fs,720,3950,3953,2,1,0,0,0,0,1
https://www.youtube.com/watch?v=ENaFSV_HjOI,720,61,63,2,2,0,0,0,0,1
