https://www.youtube.com/watch?v=UIFAriIHBXQ,1440,55,64,0,0,0,0,1,0
https://www.youtube.com/watch?v=UIFAriIHBXQ,1440,299,302,0,1,1,0,0,0
https://www.youtube.com/watch?v=UIFAriIHBXQ,1440,305,310,0,1,1,0,0,0
https://www.youtube.com/watch?v=UIFAriIHBXQ,1440,312,317,0,1,1,0,0,0
https://www.youtube.com/watch?v=heObnWOtgVQ,720,118,121,0,0,1,0,0,0
https://www.youtube.com/watch?v=Y1i06JBYm6Q&feature=youtu.be,720,40,43,0,0,0,0,1,0
https://www.youtube.com/watch?v=4vjQeHDl4z0,1080,35,39,0,0,1,0,1,0
https://www.youtube.com/watch?v=vQZIn0tURSs,1080,95,97,0,1,0,0,0,0
https://www.youtube.com/watch?v=bVTaEmIvHU4,1080,24,28,2,0,1,0,0,0
https://www.youtube.com/watch?v=FVf6LtnBATA,1080,235,239,2,0,0,0,1,0
https://www.youtube.com/watch?v=t85RGd-WFQ8,1080,212,215,2,0,0,0,0,0
https://www.youtube.com/watch?v=t85RGd-WFQ8,1080,260,265,2,0,0,0,1,0
https://www.youtube.com/watch?v=t85RGd-WFQ8,1080,321,326,2,0,0,0,0,0
https://www.youtube.com/watch?v=t85RGd-WFQ8,1080,401,406,2,0,0,0,0,0
