https://www.youtube.com/watch?v=IOP-G9tYO9w&list=PLD5D5A141DB07A43D&index=2,480,4727,4729,0,1,0,0,0,0,0
https://www.youtube.com/watch?v=pf_3VQhd-lk&list=PLD5D5A141DB07A43D&index=7,480,5833,4695,0,0,1,0,0,0,1
https://www.youtube.com/watch?v=X2XmSyE4h-4&list=PLD5D5A141DB07A43D&index=11,480,243,245,0,2,1,0,0,0,1
https://www.youtube.com/watch?v=X2XmSyE4h-4&list=PLD5D5A141DB07A43D&index=11,480,2291,2293,0,2,1,0,0,0,0
https://www.youtube.com/watch?v=MQFEZMEShck&list=PLD5D5A141DB07A43D&index=41,480,1541,1543,0,0,1,0,0,0,0
https://www.youtube.com/watch?v=WzEOxpWPwUM&list=PLD5D5A141DB07A43D&index=45,480,660,662,1,1,1,0,0,0,1
https://www.youtube.com/watch?v=WzEOxpWPwUM&list=PLD5D5A141DB07A43D&index=45,480,3698,3700,1,2,1,0,0,0,0
https://www.youtube.com/watch?v=WzEOxpWPwUM&list=PLD5D5A141DB07A43D&index=45,480,3034,3036,0,2,1,0,0,0,0
https://www.youtube.com/watch?v=WzEOxpWPwUM&list=PLD5D5A141DB07A43D&index=45,480,4375,4377,0,2,1,0,0,0,1
https://www.youtube.com/watch?v=AL34S6bEVuI&list=PLD5D5A141DB07A43D&index=57,480,1916,1918,0,2,1,0,0,0,0
https://www.youtube.com/watch?v=AL34S6bEVuI&list=PLD5D5A141DB07A43D&index=57,480,2684,2688,0,0,1,0,0,0,0
https://www.youtube.com/watch?v=AL34S6bEVuI&list=PLD5D5A141DB07A43D&index=57,480,3000,3003,1,0,1,0,0,0,0
https://www.youtube.com/watch?v=fumR6TVNuzY&list=PLD5D5A141DB07A43D&index=72,480,3354,3356,1,1,1,0,0,0,1
https://www.youtube.com/watch?v=fumR6TVNuzY&list=PLD5D5A141DB07A43D&index=72,480,5240,5242,1,2,1,0,0,0,1
https://www.youtube.com/watch?v=HoaQiaUmQxw&list=PLD5D5A141DB07A43D&index=80,480,1939,1941,1,0,1,0,0,0,0
https://www.youtube.com/watch?v=HoaQiaUmQxw&list=PLD5D5A141DB07A43D&index=80,480,1082,1085,2,2,1,0,0,0,1
https://www.youtube.com/watch?v=HoaQiaUmQxw&list=PLD5D5A141DB07A43D&index=80,480,1134,1138,2,1,1,0,0,0,0
https://www.youtube.com/watch?v=HoaQiaUmQxw&list=PLD5D5A141DB07A43D&index=80,480,1151,1154,2,2,1,0,0,0,1
https://www.youtube.com/watch?v=HoaQiaUmQxw&list=PLD5D5A141DB07A43D&index=80,480,1977,1979,2,2,1,0,0,0,1
https://www.youtube.com/watch?v=e4N4I0xSTFA&list=PLD5D5A141DB07A43D&index=78,480,74,76,2,1,1,0,0,0,1
https://www.youtube.com/watch?v=e4N4I0xSTFA&list=PLD5D5A141DB07A43D&index=78,480,2747,2750,2,2,1,0,0,0,1
https://www.youtube.com/watch?v=e4N4I0xSTFA&list=PLD5D5A141DB07A43D&index=78,480,4053,4055,2,1,1,0,0,0,1
https://www.youtube.com/watch?v=e4N4I0xSTFA&list=PLD5D5A141DB07A43D&index=78,480,5087,5089,2,2,1,0,0,0,1
https://www.youtube.com/watch?v=A6fQ1X_GtJQ&list=PLD5D5A141DB07A43D&index=8,480,2115,2118,0,0,1,0,0,0,0
https://www.youtube.com/watch?v=A6fQ1X_GtJQ&list=PLD5D5A141DB07A43D&index=8,480,3269,3273,1,0,1,0,0,0,0
https://www.youtube.com/watch?v=S0GAM2UM5p8&list=PLD5D5A141DB07A43D&index=15,480,473,476,1,0,1,0,0,0,0
https://www.youtube.com/watch?v=S0GAM2UM5p8&list=PLD5D5A141DB07A43D&index=15,480,479,483,1,0,1,0,0,0,0
https://www.youtube.com/watch?v=S0GAM2UM5p8&list=PLD5D5A141DB07A43D&index=15,480,5459,5461,0,1,1,0,0,0,0
https://www.youtube.com/watch?v=S0GAM2UM5p8&list=PLD5D5A141DB07A43D&index=15,480,5477,5481,0,0,1,0,0,0,0
https://www.youtube.com/watch?v=S0GAM2UM5p8&list=PLD5D5A141DB07A43D&index=15,480,5484,5486,0,1,1,0,0,0,1
https://www.youtube.com/watch?v=QR3cGS1Sdjw&list=PLD5D5A141DB07A43D&index=33,480,2330,2336,0,0,0,0,0,0,1
https://www.youtube.com/watch?v=pf_3VQhd-lk&list=PLD5D5A141DB07A43D&index=39,480,5716,5718,0,0,0,0,0,0,0
https://www.youtube.com/watch?v=pf_3VQhd-lk&list=PLD5D5A141DB07A43D&index=39,480,5723,5726,0,0,0,0,0,0,0
https://www.youtube.com/watch?v=2H4hApTpkFo&list=PLD5D5A141DB07A43D&index=43,480,4100,4104,0,0,1,0,0,0,1
https://www.youtube.com/watch?v=yQabDMc0a2c&list=PLD5D5A141DB07A43D&index=48,480,5217,5218,0,0,1,0,1,0,1
https://www.youtube.com/watch?v=68fLbAEHOMY&list=PLD5D5A141DB07A43D&index=56,480,1554,1558,1,0,1,0,0,0,1
https://www.youtube.com/watch?v=34UXddV_QBg&list=PLD5D5A141DB07A43D&index=58,480,2629,2633,0,0,0,0,0,0,0
https://www.youtube.com/watch?v=34UXddV_QBg&list=PLD5D5A141DB07A43D&index=58,480,2634,2639,0,0,0,0,0,0,0
https://www.youtube.com/watch?v=3iknkZgApWU&list=PLD5D5A141DB07A43D&index=61,480,665,669,1,0,0,0,0,0,0
https://www.youtube.com/watch?v=e4N4I0xSTFA&list=PLD5D5A141DB07A43D&index=78,480,3690,3696,0,0,1,0,0,0,0
https://www.youtube.com/watch?v=oqxYk-6yDWk&list=PLD5D5A141DB07A43D&index=79,480,4635,4641,0,0,0,0,0,0,0
https://www.youtube.com/watch?v=t-8s0D-d0vM&feature=youtu.be,720,36,45,0,0,1,0,0,0,0
https://www.youtube.com/watch?v=oqxYk-6yDWk&list=PLD5D5A141DB07A43D&index=79,480,4709,4712,2,1,1,0,0,0,0
https://www.youtube.com/watch?v=oqxYk-6yDWk&list=PLD5D5A141DB07A43D&index=79,480,4883,10887,2,0,1,0,0,0,1
https://www.youtube.com/watch?v=oqxYk-6yDWk&list=PLD5D5A141DB07A43D&index=79,480,5135,5137,2,0,1,0,0,0,0
https://www.youtube.com/watch?v=oqxYk-6yDWk&list=PLD5D5A141DB07A43D&index=79,480,5173,5180,2,0,0,0,1,0,1
https://www.youtube.com/watch?v=o5CspI2E52s,720,152,154,2,0,0,0,1,0,1
https://www.youtube.com/watch?v=MVVuJWlQW-M&list=PLD5D5A141DB07A43D,480,2181,2184,0,1,0,0,0,0,1
https://www.youtube.com/watch?v=eWqiH8oClrQ&list=PLD5D5A141DB07A43D&index=6,480,1614,1618,0,1,0,0,0,0,1
https://www.youtube.com/watch?v=AL34S6bEVuI&list=PLD5D5A141DB07A43D&index=10,480,2505,2509,0,1,1,0,0,0,0
https://www.youtube.com/watch?v=AL34S6bEVuI&list=PLD5D5A141DB07A43D&index=10,480,3029,3032,1,1,1,0,0,0,1
